Parks & Wildlife--Licenses,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0565,,,,
Parks & Wildlife--Parks,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0555,,,,
Parks & Wildlife--Water Safety,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0570,,,,
Political Subdivisions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0588,,,,
Probate--Durable Power of Attorney,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0591,,,,
Probate--Guardians & Related Trusts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0589,,,,
Probate--Wills & Admin of Estates,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0590,,,,
Product Liability,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0592,,,,
Property Interests--Eminent Domain,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0615,,,,
Property Interests--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0620,,,,
Property Interests--Homestead,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0616,,,,
Property Interests--Landlord & Tenant,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0610,,,,
Property Interests--Mortgages & Liens,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0605,,,,
Property Interests--Personal Property,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0600,,,,
Property Interests--Property Owners Association,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0618,,,,
Property Interests--Real Property,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0595,,,,
Property Interests--Trusts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0008,,,,
Protection of Personal Information,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0003,,,,
"Public Lands, Buildings & Resources",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0630,,,,
Purchasing--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0642,,,,
Purchasing--Local,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0644,,,,
Purchasing--State,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0643,,,,
Redistricting,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0645,,,,
Religion,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0646,,,,
Resolutions--Adjournment,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0712,,,,
Resolutions--Administration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0690,,,,
Resolutions--Conf. Comm. Reports,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0693,,,,
Resolutions--Congratulatory & Honorary,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0705,,,,
Resolutions--Constitutional Amendments,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0661,,,,
Resolutions--Corrective,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0695,,,,
Resolutions--Invitation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0700,,,,
Resolutions--Joint Session,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0713,,,,
Resolutions--Legislative Policy,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0685,,,,
Resolutions--Mascot,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0715,,,,
Resolutions--Memorial,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0710,,,,
Resolutions--Memorializing Congress,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0675,,,,
Resolutions--Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0720,,,,
Resolutions--Official Designations--10-Year Significant Dates,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0016,,,,
Resolutions--Official Designations--Capitals,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0716,,,,
Resolutions--Official Designations--Festivals,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0717,,,,
Resolutions--Official Designations--Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0719,,,,
Resolutions--Official Designations--Special Dates,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0721,,,,
Resolutions--Official Designations--State Symbols,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0718,,,,
Resolutions--Recall,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0000,,,,
Resolutions--Rules,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0660,,,,
Resolutions--Suits vs. State,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0665,,,,
Resolutions--United States Constitution,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0670,,,,
Resolutions--Use of Chambers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0711,,,,
Resolutions--Welcoming,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0722,,,,
Retirement Systems--County & District,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0731,,,,
Retirement Systems--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0725,,,,
Retirement Systems--Judicial,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0728,,,,
Retirement Systems--Municipal,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0729,,,,
Retirement Systems--Police & Firefighters,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0730,,,,
Retirement Systems--State Employees,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0727,,,,
Retirement Systems--Teachers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0726,,,,
Safety,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0740,,,,
Safety--Fireworks,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0741,,,,
Salaries & Expenses,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0745,,,,
Science & Technology,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0751,,,,
Special Districts & Authorities--Groundwater Conserve Dist.,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0013,,,,
Special Districts & Authorities--Hospital,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0750,,,,
Special Districts & Authorities--Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0770,,,,
Special Districts & Authorities--Municipal Utility Districts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0009,,,,
Special Districts & Authorities--Navigation & Ports,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0765,,,,
Special Districts & Authorities--River Authorities,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0011,,,,
Special Districts & Authorities--Soil & Water Conservation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0760,,,,
Special Districts & Authorities--Water & Utility,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0755,,,,
Special Districts & Authorities--Water Control Improve Dist.,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0012,,,,
"State Agencies, Boards & Commissions",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0749,,,,
"State Agencies, Boards & Commissions--Admin. Procedure",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0763,,,,
"State Agencies, Boards & Commissions--Newly Proposed",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0773,,,,
State Employees,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0626,,,,
State Finances--Appropriations,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0746,,,,
State Finances--Budget,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0747,,,,
State Finances--Management & Control,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0748,,,,
State Officers,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0761,,,,
State Symbols,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0774,,,,
Statutory Revision,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0771,,,,
Sunset--Commission Bills,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0772,,,,
Sunset--Recommended Reviews,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0018,,,,
Sunset--Review Procedures,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0017,,,,
Taxation--Alcoholic Beverages,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0812,,,,
Taxation--Cigarette,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0808,,,,
Taxation--City,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0775,,,,
Taxation--County,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0780,,,,
Taxation--Energy Resources,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0810,,,,
Taxation--Franchise,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0807,,,,
Taxation--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0815,,,,
"Taxation--Hotel, Motel Occupancy",http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0806,,,,
Taxation--Income,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0805,,,,
Taxation--Inheritance,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0811,,,,
Taxation--Motor Fuels,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0809,,,,
Taxation--Occupation Tax,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0813,,,,
Taxation--Property-Appeal of Tax Decisions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0796,,,,
Taxation--Property-Appraisals & Appraisal Districts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0792,,,,
Taxation--Property-Assessment & Collection,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0798,,,,
Taxation--Property-Exemptions,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0793,,,,
Taxation--Property-Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0797,,,,
Taxation--Property-State Administration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0791,,,,
Taxation--Property-Tax Rate,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0794,,,,
Taxation--Sales,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0800,,,,
Taxation--School District,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0785,,,,
Taxation--State,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0790,,,,
Tobacco Products,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0818,,,,
Tort Reform,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0816,,,,
Tourism,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0817,,,,
Transportation--Aviation,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0822,,,,
Transportation--Mass Transit,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0823,,,,
Transportation--Miscellaneous,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0824,,,,
Transportation--Railroads,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0821,,,,
Transportation--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0820,,,,
Utilities--Electric,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0831,,,,
Utilities--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0830,,,,
Utilities--Natural Gas,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0001,,,,
Utilities--Telecommunications,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0828,,,,
Utilities--Telecommunications--Rural,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0829,,,,
Utilities--Water & Sewer,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0002,,,,
Validating Acts,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0835,,,,
Vehicles & Traffic--Child Restraint,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0841,,,,
Vehicles & Traffic--Driver's Licenses,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0840,,,,
Vehicles & Traffic--DWI & DUID,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0863,,,,
Vehicles & Traffic--Equipment,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0855,,,,
Vehicles & Traffic--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0865,,,,
Vehicles & Traffic--Insurance/Financial Responsibility,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0850,,,,
Vehicles & Traffic--Rules of Road,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0860,,,,
Vehicles & Traffic--Vehicle Registration,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0845,,,,
Water--Development,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0875,,,,
Water--General,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0885,,,,
Water--Navigation & Ports,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0880,,,,
Water--Rights,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0870,,,,
Weapons,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0887,,,,
Women,http://www.legis.state.tx.us/Reports/Report.aspx?ID=subject&LegSess=85R&code=I0925,,,,
